Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Executable,UsedShortPassage,Length,RememberedCells
Memory-aware,13,1,2,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,13,2,1,"(5, 6)","(44, 6)",16,True,False,48.113,45
Memory-aware,13,3,1,"(5, 9)","(44, 7)",15,True,False,45.627,45
Memory-aware,13,4,1,"(5, 9)","(44, 8)",17,True,False,46.87,45
Memory-aware,13,5,1,"(5, 6)","(44, 5)",16,True,False,48.527,45
Memory-aware,14,1,1,"(5, 8)","(44, 9)",17,False,True,40.243,0
Memory-aware,14,1,2,"(5, 8)","(44, 9)",17,True,False,46.87,45
Memory-aware,14,2,1,"(5, 7)","(44, 7)",16,True,False,47.284,45
Memory-aware,14,3,1,"(5, 7)","(44, 6)",17,True,False,48.527,45
Memory-aware,14,4,1,"(5, 5)","(44, 8)",17,True,False,48.527,45
Memory-aware,14,5,1,"(5, 5)","(44, 7)",17,True,False,48.941,45
Memory-aware,15,1,1,"(5, 5)","(44, 9)",16,False,True,40.657,0
Memory-aware,15,1,2,"(5, 5)","(44, 9)",16,True,False,47.284,45
Memory-aware,15,2,1,"(5, 6)","(44, 6)",16,True,False,48.113,45
Memory-aware,15,3,1,"(5, 7)","(44, 9)",16,True,False,46.456,45
Memory-aware,15,4,1,"(5, 7)","(44, 9)",17,True,False,47.284,45
Memory-aware,15,5,1,"(5, 9)","(44, 6)",17,True,False,47.698,45
Memory-aware,16,1,1,"(5, 7)","(44, 8)",17,False,True,39.414,0
Memory-aware,16,1,2,"(5, 7)","(44, 8)",17,True,False,47.698,45
Memory-aware,16,2,1,"(5, 8)","(44, 5)",15,True,False,46.87,45
Memory-aware,16,3,1,"(5, 9)","(44, 6)",17,True,False,47.698,45
Memory-aware,16,4,1,"(5, 7)","(44, 6)",15,True,False,46.87,45
Memory-aware,16,5,1,"(5, 6)","(44, 8)",16,True,False,47.284,45
Memory-aware,17,1,1,"(5, 9)","(44, 8)",15,False,True,40.243,0
Memory-aware,17,1,2,"(5, 9)","(44, 8)",15,True,False,45.213,45
Memory-aware,17,2,1,"(5, 8)","(44, 9)",16,True,False,46.042,45
Memory-aware,17,3,1,"(5, 5)","(44, 6)",16,True,False,48.527,45
Memory-aware,17,4,1,"(5, 5)","(44, 7)",17,True,False,48.941,45
Memory-aware,17,5,1,"(5, 6)","(44, 8)",17,True,False,48.113,45
Memory-aware,18,1,1,"(5, 8)","(44, 9)",17,False,True,40.243,0
Memory-aware,18,1,2,"(5, 8)","(44, 9)",17,True,False,46.87,45
Memory-aware,18,2,1,"(5, 5)","(44, 5)",16,True,False,48.941,45
Memory-aware,18,3,1,"(5, 7)","(44, 7)",16,True,False,47.284,45
Memory-aware,18,4,1,"(5, 5)","(44, 8)",15,True,False,46.87,45
Memory-aware,18,5,1,"(5, 9)","(44, 5)",17,True,False,48.113,45
Memory-aware,19,1,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Memory-aware,19,1,2,"(5, 6)","(44, 5)",16,True,False,48.527,45
Memory-aware,19,2,1,"(5, 8)","(44, 7)",15,True,False,46.042,45
Memory-aware,19,3,1,"(5, 6)","(44, 5)",17,True,False,49.355,45
Memory-aware,19,4,1,"(5, 5)","(44, 9)",17,True,False,48.113,45
Memory-aware,19,5,1,"(5, 5)","(44, 6)",15,True,False,47.698,45
Memory-aware,20,1,1,"(5, 9)","(44, 6)",16,False,True,40.243,0
Memory-aware,20,1,2,"(5, 9)","(44, 6)",16,True,False,46.87,45
Memory-aware,20,2,1,"(5, 7)","(44, 6)",15,True,False,46.87,45
Memory-aware,20,3,1,"(5, 8)","(44, 8)",17,True,False,47.284,45
Memory-aware,20,4,1,"(5, 5)","(44, 5)",16,True,False,48.941,45
Memory-aware,20,5,1,"(5, 8)","(44, 5)",16,True,False,47.698,45
Memory-aware,21,1,1,"(5, 6)","(44, 9)",17,False,True,40.243,0
Memory-aware,21,1,2,"(5, 6)","(44, 9)",17,True,False,47.698,45
Memory-aware,21,2,1,"(5, 7)","(44, 5)",15,True,False,47.284,45
Memory-aware,21,3,1,"(5, 7)","(44, 5)",15,True,False,47.284,45
Memory-aware,21,4,1,"(5, 5)","(44, 6)",17,True,False,49.355,45
Memory-aware,21,5,1,"(5, 7)","(44, 9)",16,True,False,46.456,45
Memory-aware,22,1,1,"(5, 7)","(44, 9)",15,False,True,39.828,0
Memory-aware,22,1,2,"(5, 7)","(44, 9)",15,True,False,45.627,45
Memory-aware,22,2,1,"(5, 9)","(44, 8)",17,True,False,46.87,45
Memory-aware,22,3,1,"(5, 8)","(44, 8)",16,True,False,46.456,45
Memory-aware,22,4,1,"(5, 9)","(44, 6)",15,True,False,46.042,45
Memory-aware,22,5,1,"(5, 8)","(44, 9)",16,True,False,46.042,45
Memory-aware,23,1,1,"(5, 5)","(44, 6)",15,False,True,40.243,0
Memory-aware,23,1,2,"(5, 5)","(44, 6)",15,True,False,47.698,45
Memory-aware,23,2,1,"(5, 7)","(44, 7)",16,True,False,47.284,45
Memory-aware,23,3,1,"(5, 7)","(44, 5)",16,True,False,48.113,45
Memory-aware,23,4,1,"(5, 9)","(44, 5)",15,True,False,46.456,45
Memory-aware,23,5,1,"(5, 7)","(44, 6)",15,True,False,46.87,45
Memory-aware,24,1,1,"(5, 9)","(44, 7)",16,False,True,39.828,0
Memory-aware,24,1,2,"(5, 9)","(44, 7)",16,True,False,46.456,45
Memory-aware,24,2,1,"(5, 8)","(44, 9)",15,True,False,45.213,45
Memory-aware,24,3,1,"(5, 7)","(44, 5)",16,True,False,48.113,45
Memory-aware,24,4,1,"(5, 6)","(44, 5)",16,True,False,48.527,45
Memory-aware,24,5,1,"(5, 6)","(44, 9)",17,True,False,47.698,45
Memory-aware,25,1,1,"(5, 5)","(44, 7)",16,False,True,39.828,0
Memory-aware,25,1,2,"(5, 5)","(44, 7)",16,True,False,48.113,45
Memory-aware,25,2,1,"(5, 7)","(44, 7)",16,True,False,47.284,45
Memory-aware,25,3,1,"(5, 5)","(44, 5)",17,True,False,49.77,45
Memory-aware,25,4,1,"(5, 8)","(44, 8)",16,True,False,46.456,45
Memory-aware,25,5,1,"(5, 7)","(44, 5)",16,True,False,48.113,45
Memory-aware,26,1,1,"(5, 5)","(44, 8)",16,False,True,40.243,0
Memory-aware,26,1,2,"(5, 5)","(44, 8)",16,True,False,47.698,45
Memory-aware,26,2,1,"(5, 5)","(44, 7)",16,True,False,48.113,45
Memory-aware,26,3,1,"(5, 6)","(44, 6)",17,True,False,48.941,45
Memory-aware,26,4,1,"(5, 9)","(44, 8)",17,True,False,46.87,45
Memory-aware,26,5,1,"(5, 5)","(44, 5)",15,True,False,48.113,45
Memory-aware,27,1,1,"(5, 6)","(44, 6)",15,False,True,39.828,0
Memory-aware,27,1,2,"(5, 6)","(44, 6)",15,True,False,47.284,45
Memory-aware,27,2,1,"(5, 8)","(44, 5)",15,True,False,46.87,45
Memory-aware,27,3,1,"(5, 8)","(44, 9)",17,True,False,46.87,45
Memory-aware,27,4,1,"(5, 7)","(44, 8)",16,True,False,46.87,45
Memory-aware,27,5,1,"(5, 9)","(44, 6)",16,True,False,46.87,45
Memory-aware,28,1,1,"(5, 5)","(44, 7)",15,False,True,39.828,0
Memory-aware,28,1,2,"(5, 5)","(44, 7)",15,True,False,47.284,45
Memory-aware,28,2,1,"(5, 7)","(44, 9)",15,True,False,45.627,45
Memory-aware,28,3,1,"(5, 8)","(44, 6)",16,True,False,47.284,45
Memory-aware,28,4,1,"(5, 5)","(44, 5)",17,True,False,49.77,45
Memory-aware,28,5,1,"(5, 5)","(44, 9)",16,True,False,47.284,45
Memory-aware,29,1,1,"(5, 6)","(44, 5)",16,False,True,40.243,0
Memory-aware,29,1,2,"(5, 6)","(44, 5)",16,True,False,48.527,45
Memory-aware,29,2,1,"(5, 8)","(44, 7)",15,True,False,46.042,45
Memory-aware,29,3,1,"(5, 5)","(44, 6)",17,True,False,49.355,45
Memory-aware,29,4,1,"(5, 6)","(44, 5)",15,True,False,47.698,45
Memory-aware,29,5,1,"(5, 8)","(44, 8)",16,True,False,46.456,45
