TrajectoryType,ProcessNoise,BaseRiskRadius,UncertaintyScale,Seed,Mission,Success,Replans,WaitSteps,DecisionWaits,DecisionReroutes,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
stop-and-go,0.01,1.3,0.02,0,1,False,3,4,0,0,28.0,0.8948,1.323,295.0
stop-and-go,0.01,1.3,0.02,0,2,False,2,6,0,0,36.657,1.014,1.3223,304.657
stop-and-go,0.01,1.3,0.02,1,0,False,1,3,0,0,23.0,1.1959,1.3233,277.0
stop-and-go,0.01,1.3,0.02,1,1,True,2,6,0,0,126.799,1.0882,1.3211,154.799
stop-and-go,0.01,1.3,0.02,1,2,True,4,5,0,0,56.314,1.0779,1.3219,91.314
stop-and-go,0.01,1.3,0.02,2,0,True,3,6,0,0,117.627,1.1042,1.3212,150.627
stop-and-go,0.01,1.3,0.02,2,1,True,4,6,0,0,148.314,1.1019,1.321,186.314
stop-and-go,0.01,1.3,0.02,2,2,True,1,4,0,0,56.314,0.9241,1.3218,73.314
stop-and-go,0.01,1.3,0.02,3,0,True,1,5,0,0,81.627,1.1278,1.3214,101.627
stop-and-go,0.01,1.3,0.02,3,1,False,4,10,0,0,69.485,1.1439,1.3215,359.485
stop-and-go,0.01,1.3,0.02,3,2,False,6,13,0,0,53.485,1.2206,1.3217,362.485
stop-and-go,0.01,1.3,0.02,4,0,False,1,3,0,0,14.0,1.3693,1.3249,268.0
stop-and-go,0.01,1.3,0.02,4,1,True,0,0,0,0,73.184,1.1808,1.3217,73.184
stop-and-go,0.01,1.3,0.02,4,2,True,6,11,0,0,109.627,1.1263,1.3212,172.627
stop-and-go,0.01,1.3,0.05,0,0,True,2,6,0,0,92.314,1.2151,1.3532,120.314
stop-and-go,0.01,1.3,0.05,0,1,False,3,4,0,0,28.0,0.8948,1.3574,295.0
stop-and-go,0.01,1.3,0.05,0,2,True,3,10,0,0,97.627,0.9904,1.3531,142.627
stop-and-go,0.01,1.3,0.05,1,0,False,1,3,0,0,23.0,1.1959,1.3584,277.0
stop-and-go,0.01,1.3,0.05,1,1,True,2,6,0,0,114.799,1.0913,1.3529,142.799
stop-and-go,0.01,1.3,0.05,1,2,True,4,6,0,0,56.314,1.0922,1.3546,94.314
stop-and-go,0.01,1.3,0.05,2,0,False,4,5,0,0,21.0,1.255,1.3593,296.0
stop-and-go,0.01,1.3,0.05,2,1,True,0,1,0,0,73.184,1.0498,1.3542,76.184
stop-and-go,0.01,1.3,0.05,2,2,True,1,4,0,0,56.314,0.9241,1.3545,73.314
stop-and-go,0.01,1.3,0.05,3,0,True,2,7,0,0,89.87,1.1634,1.3534,120.87
stop-and-go,0.01,1.3,0.05,3,1,True,4,9,0,0,129.142,1.0934,1.3527,176.142
stop-and-go,0.01,1.3,0.05,3,2,True,2,6,0,0,109.627,1.215,1.353,137.627
stop-and-go,0.01,1.3,0.05,4,0,False,1,3,0,0,14.0,1.3693,1.3623,268.0
stop-and-go,0.01,1.3,0.05,4,1,True,0,2,0,0,73.184,1.1769,1.3541,79.184
stop-and-go,0.01,1.3,0.05,4,2,False,1,3,0,0,7.0,1.7676,1.3707,261.0
stop-and-go,0.01,1.5,0.01,0,0,True,2,6,0,0,93.142,1.2151,1.5106,121.142
stop-and-go,0.01,1.5,0.01,0,1,False,3,4,0,0,28.0,0.8948,1.5115,295.0
stop-and-go,0.01,1.5,0.01,0,2,False,2,6,0,0,36.657,1.014,1.5112,304.657
stop-and-go,0.01,1.5,0.01,1,0,False,1,3,0,0,23.0,1.1959,1.5117,277.0
stop-and-go,0.01,1.5,0.01,1,1,True,0,1,0,0,73.184,0.9865,1.5108,76.184
stop-and-go,0.01,1.5,0.01,1,2,True,4,6,0,0,56.314,1.0922,1.5109,94.314
stop-and-go,0.01,1.5,0.01,2,0,True,3,6,0,0,117.627,1.1042,1.5106,150.627
stop-and-go,0.01,1.5,0.01,2,1,True,3,8,0,0,118.456,1.1201,1.5106,157.456
stop-and-go,0.01,1.5,0.01,2,2,True,1,4,0,0,56.314,0.9241,1.5109,73.314
stop-and-go,0.01,1.5,0.01,3,0,True,1,5,0,0,81.627,1.1278,1.5107,101.627
stop-and-go,0.01,1.5,0.01,3,1,False,4,10,0,0,70.314,1.1439,1.5107,360.314
stop-and-go,0.01,1.5,0.01,3,2,False,6,13,0,0,53.485,1.2206,1.5109,362.485
stop-and-go,0.01,1.5,0.01,4,0,False,1,3,0,0,14.0,1.3693,1.5125,268.0
stop-and-go,0.01,1.5,0.01,4,1,True,0,0,0,0,73.184,1.1808,1.5108,73.184
stop-and-go,0.01,1.5,0.01,4,2,False,2,6,0,0,19.243,1.703,1.5119,287.243
stop-and-go,0.01,1.5,0.02,0,0,True,2,6,0,0,93.142,1.2151,1.5213,121.142
stop-and-go,0.01,1.5,0.02,0,1,False,3,4,0,0,28.0,0.8948,1.523,295.0
stop-and-go,0.01,1.5,0.02,0,2,True,3,10,0,0,97.627,0.9904,1.5213,142.627
stop-and-go,0.01,1.5,0.02,1,0,False,1,3,0,0,23.0,1.1959,1.5233,277.0
stop-and-go,0.01,1.5,0.02,1,1,True,0,1,0,0,73.184,0.9865,1.5217,76.184
stop-and-go,0.01,1.5,0.02,1,2,True,4,6,0,0,56.314,1.0922,1.5218,94.314
stop-and-go,0.01,1.5,0.02,2,0,True,3,6,0,0,117.627,1.1042,1.5212,150.627
stop-and-go,0.01,1.5,0.02,2,1,True,3,8,0,0,118.456,1.1201,1.5211,157.456
stop-and-go,0.01,1.5,0.02,2,2,True,1,4,0,0,56.314,0.9241,1.5218,73.314
stop-and-go,0.01,1.5,0.02,3,0,True,1,5,0,0,81.627,1.1278,1.5214,101.627
stop-and-go,0.01,1.5,0.02,3,1,False,4,10,0,0,70.314,1.1439,1.5215,360.314
stop-and-go,0.01,1.5,0.02,3,2,False,3,9,0,0,51.485,1.2256,1.5218,333.485
stop-and-go,0.01,1.5,0.02,4,0,False,1,3,0,0,14.0,1.3693,1.5249,268.0
stop-and-go,0.01,1.5,0.02,4,1,True,0,0,0,0,73.184,1.1808,1.5217,73.184
stop-and-go,0.01,1.5,0.02,4,2,False,1,3,0,0,7.0,1.7676,1.5283,261.0
stop-and-go,0.01,1.5,0.05,0,0,True,2,6,0,0,93.142,1.2151,1.5532,121.142
stop-and-go,0.01,1.5,0.05,0,1,False,3,4,0,0,28.0,0.8948,1.5574,295.0
stop-and-go,0.01,1.5,0.05,0,2,True,3,10,0,0,97.627,0.9904,1.5531,142.627
stop-and-go,0.01,1.5,0.05,1,0,False,1,3,0,0,22.0,1.1592,1.5587,276.0
stop-and-go,0.01,1.5,0.05,1,1,True,0,1,0,0,73.184,0.9865,1.5542,76.184
stop-and-go,0.01,1.5,0.05,1,2,True,4,6,0,0,56.314,1.0922,1.5546,94.314
stop-and-go,0.01,1.5,0.05,2,0,False,4,5,0,0,21.0,1.255,1.5593,296.0
stop-and-go,0.01,1.5,0.05,2,1,True,0,1,0,0,73.184,1.0498,1.5542,76.184
stop-and-go,0.01,1.5,0.05,2,2,True,6,11,0,0,148.314,1.0534,1.5525,211.314
stop-and-go,0.01,1.5,0.05,3,0,True,2,7,0,0,89.87,1.1634,1.5534,120.87
stop-and-go,0.01,1.5,0.05,3,1,True,2,7,0,0,79.184,1.1532,1.5538,110.184
stop-and-go,0.01,1.5,0.05,3,2,True,2,6,0,0,109.627,1.215,1.553,137.627
stop-and-go,0.01,1.5,0.05,4,0,False,1,3,0,0,14.0,1.3693,1.5623,268.0
stop-and-go,0.01,1.5,0.05,4,1,True,0,2,0,0,73.184,1.1769,1.5541,79.184
stop-and-go,0.01,1.5,0.05,4,2,False,1,3,0,0,7.0,1.7676,1.5707,261.0
stop-and-go,0.01,1.7,0.01,0,0,True,2,6,0,0,93.142,1.2151,1.7106,121.142
stop-and-go,0.01,1.7,0.01,0,1,False,3,4,0,0,28.0,0.8948,1.7115,295.0
stop-and-go,0.01,1.7,0.01,0,2,True,3,10,0,0,97.627,0.9904,1.7106,142.627
stop-and-go,0.01,1.7,0.01,1,0,False,1,3,0,0,23.0,1.1959,1.7117,277.0
stop-and-go,0.01,1.7,0.01,1,1,True,0,1,0,0,73.184,0.9865,1.7108,76.184
stop-and-go,0.01,1.7,0.01,1,2,True,1,3,0,0,56.314,1.0922,1.7109,70.314
stop-and-go,0.01,1.7,0.01,2,0,False,4,5,0,0,21.0,1.255,1.7119,296.0
stop-and-go,0.01,1.7,0.01,2,1,True,0,1,0,0,73.184,1.0498,1.7108,76.184
stop-and-go,0.01,1.7,0.01,2,2,True,1,4,0,0,56.314,0.9241,1.7109,73.314
stop-and-go,0.01,1.7,0.01,3,0,True,2,6,0,0,117.385,1.1568,1.7106,145.385
stop-and-go,0.01,1.7,0.01,3,1,False,3,9,0,0,63.314,1.1529,1.7108,345.314
stop-and-go,0.01,1.7,0.01,3,2,True,0,0,0,0,74.012,1.2223,1.7108,74.012
stop-and-go,0.01,1.7,0.01,4,0,False,1,3,0,0,14.0,1.3693,1.7125,268.0
stop-and-go,0.01,1.7,0.01,4,1,True,0,0,0,0,73.184,1.1808,1.7108,73.184
stop-and-go,0.01,1.7,0.01,4,2,False,1,3,0,0,7.0,1.7676,1.7141,261.0
stop-and-go,0.01,1.7,0.02,0,0,True,2,6,0,0,93.142,1.2151,1.7213,121.142
stop-and-go,0.01,1.7,0.02,0,1,False,3,4,0,0,28.0,0.8948,1.723,295.0
stop-and-go,0.01,1.7,0.02,0,2,True,3,10,0,0,96.799,0.9904,1.7213,141.799
stop-and-go,0.01,1.7,0.02,1,0,False,1,3,0,0,23.0,1.1959,1.7233,277.0
stop-and-go,0.01,1.7,0.02,1,1,True,0,1,0,0,73.184,0.9865,1.7217,76.184
stop-and-go,0.01,1.7,0.02,1,2,True,1,3,0,0,56.314,1.0922,1.7218,70.314
stop-and-go,0.01,1.7,0.02,2,0,False,4,5,0,0,21.0,1.255,1.7237,296.0
stop-and-go,0.01,1.7,0.02,2,1,True,0,1,0,0,73.184,1.0498,1.7217,76.184
stop-and-go,0.01,1.7,0.02,2,2,True,1,4,0,0,56.314,0.9241,1.7218,73.314
stop-and-go,0.01,1.7,0.02,3,0,True,2,7,0,0,89.87,1.1634,1.7213,120.87
stop-and-go,0.01,1.7,0.02,3,1,True,2,7,0,0,79.184,1.1532,1.7215,110.184
stop-and-go,0.01,1.7,0.02,3,2,True,2,6,0,0,109.627,1.215,1.7212,137.627
stop-and-go,0.01,1.7,0.02,4,0,False,1,3,0,0,14.0,1.3693,1.7249,268.0
stop-and-go,0.01,1.7,0.02,4,1,True,0,0,0,0,73.184,1.1808,1.7217,73.184
stop-and-go,0.01,1.7,0.02,4,2,False,1,3,0,0,7.0,1.7676,1.7283,261.0
stop-and-go,0.01,1.7,0.05,0,0,True,2,6,0,0,93.142,1.2151,1.7532,121.142
stop-and-go,0.01,1.7,0.05,0,1,False,3,4,0,0,28.0,0.8948,1.7574,295.0
stop-and-go,0.01,1.7,0.05,0,2,True,3,10,0,0,97.627,0.9904,1.7531,142.627
stop-and-go,0.01,1.7,0.05,1,0,False,1,3,0,0,22.0,1.1592,1.7587,276.0
stop-and-go,0.01,1.7,0.05,1,1,True,0,1,0,0,73.184,0.9865,1.7542,76.184
stop-and-go,0.01,1.7,0.05,1,2,False,1,3,0,0,18.0,1.1098,1.7601,272.0
stop-and-go,0.01,1.7,0.05,2,0,False,4,5,0,0,21.0,1.255,1.7593,296.0
stop-and-go,0.01,1.7,0.05,2,1,True,0,1,0,0,73.184,1.0498,1.7542,76.184
stop-and-go,0.01,1.7,0.05,2,2,True,6,11,0,0,148.314,1.0534,1.7525,211.314
stop-and-go,0.01,1.7,0.05,3,0,True,2,7,0,0,88.456,1.1621,1.7534,119.456
stop-and-go,0.01,1.7,0.05,3,1,True,2,7,0,0,79.184,1.1532,1.7538,110.184
stop-and-go,0.01,1.7,0.05,3,2,True,2,6,0,0,109.627,1.215,1.753,137.627
stop-and-go,0.01,1.7,0.05,4,0,False,1,3,0,0,14.0,1.3693,1.7623,268.0
stop-and-go,0.01,1.7,0.05,4,1,True,0,2,0,0,73.184,1.1769,1.7541,79.184
stop-and-go,0.01,1.7,0.05,4,2,False,1,3,0,0,7.0,1.7676,1.7707,261.0
stop-and-go,0.03,1.3,0.01,0,0,True,3,6,0,0,106.899,1.2621,1.3124,139.899
stop-and-go,0.03,1.3,0.01,0,1,False,3,3,0,0,29.0,1.0208,1.313,293.0
stop-and-go,0.03,1.3,0.01,0,2,True,0,2,0,0,73.184,1.0695,1.3126,79.184
stop-and-go,0.03,1.3,0.01,1,0,False,1,3,0,0,23.0,1.3299,1.3131,277.0
stop-and-go,0.03,1.3,0.01,1,1,True,2,3,0,0,105.142,1.2464,1.3124,124.142
stop-and-go,0.03,1.3,0.01,1,2,True,5,6,0,0,56.314,1.2102,1.3126,99.314
stop-and-go,0.03,1.3,0.01,2,0,True,4,9,0,0,124.941,1.2294,1.3124,171.941
stop-and-go,0.03,1.3,0.01,2,1,True,4,6,0,0,148.314,1.2554,1.3124,186.314
stop-and-go,0.03,1.3,0.01,2,2,True,2,6,0,0,136.314,1.1702,1.3124,164.314
stop-and-go,0.03,1.3,0.01,3,0,True,2,6,0,0,84.556,1.3182,1.3125,112.556
stop-and-go,0.03,1.3,0.01,3,1,True,7,11,0,0,136.314,1.2614,1.3124,204.314
stop-and-go,0.03,1.3,0.01,3,2,True,2,6,0,0,109.627,1.3226,1.3124,137.627
stop-and-go,0.03,1.3,0.01,4,0,True,4,9,0,0,72.314,1.3093,1.3125,119.314
stop-and-go,0.03,1.3,0.01,4,1,True,4,7,0,0,113.527,1.2506,1.3124,154.527
stop-and-go,0.03,1.3,0.01,4,2,False,5,9,0,0,45.485,1.5067,1.3127,337.485
stop-and-go,0.03,1.3,0.02,0,0,True,3,6,0,0,116.213,1.2512,1.3248,149.213
stop-and-go,0.03,1.3,0.02,0,1,False,3,3,0,0,29.0,1.0208,1.326,293.0
stop-and-go,0.03,1.3,0.02,0,2,True,0,2,0,0,73.184,1.0695,1.3251,79.184
stop-and-go,0.03,1.3,0.02,1,0,False,1,3,0,0,23.0,1.3299,1.3263,277.0
stop-and-go,0.03,1.3,0.02,1,1,True,2,3,0,0,105.142,1.2464,1.3249,124.142
stop-and-go,0.03,1.3,0.02,1,2,True,5,6,0,0,56.314,1.2102,1.3253,99.314
stop-and-go,0.03,1.3,0.02,2,0,True,4,9,0,0,124.941,1.2294,1.3248,171.941
stop-and-go,0.03,1.3,0.02,2,1,True,4,6,0,0,148.314,1.2554,1.3247,186.314
stop-and-go,0.03,1.3,0.02,2,2,True,2,6,0,0,134.314,1.1602,1.3247,162.314
stop-and-go,0.03,1.3,0.02,3,0,True,2,6,0,0,84.556,1.3182,1.325,112.556
stop-and-go,0.03,1.3,0.02,3,1,False,3,9,0,0,61.657,1.3215,1.3251,343.657
stop-and-go,0.03,1.3,0.02,3,2,True,0,1,0,0,76.598,1.3426,1.3251,79.598
stop-and-go,0.03,1.3,0.02,4,0,True,4,9,0,0,72.314,1.3093,1.325,119.314
stop-and-go,0.03,1.3,0.02,4,1,True,4,7,0,0,113.527,1.2506,1.3248,154.527
stop-and-go,0.03,1.3,0.02,4,2,True,5,9,0,0,104.799,1.3063,1.3249,156.799
stop-and-go,0.03,1.3,0.05,0,0,True,2,6,0,0,90.657,1.3146,1.3623,118.657
stop-and-go,0.03,1.3,0.05,0,1,False,3,4,0,0,28.0,1.0208,1.3651,295.0
stop-and-go,0.03,1.3,0.05,0,2,True,0,2,0,0,73.184,1.0695,1.3629,79.184
stop-and-go,0.03,1.3,0.05,1,0,False,1,3,0,0,23.0,1.3299,1.3657,277.0
stop-and-go,0.03,1.3,0.05,1,1,False,3,8,0,0,62.142,1.15,1.3629,341.142
stop-and-go,0.03,1.3,0.05,1,2,True,5,6,0,0,56.314,1.2102,1.3632,99.314
stop-and-go,0.03,1.3,0.05,2,0,True,6,8,0,0,131.527,1.2235,1.3619,185.527
stop-and-go,0.03,1.3,0.05,2,1,True,4,6,0,0,148.314,1.2554,1.3618,186.314
stop-and-go,0.03,1.3,0.05,2,2,True,2,6,0,0,134.314,1.1602,1.3619,162.314
stop-and-go,0.03,1.3,0.05,3,0,True,2,6,0,0,90.071,1.3282,1.3623,118.071
stop-and-go,0.03,1.3,0.05,3,1,True,2,6,0,0,114.012,1.287,1.3621,142.012
stop-and-go,0.03,1.3,0.05,3,2,True,2,7,0,0,109.627,1.3257,1.3621,140.627
stop-and-go,0.03,1.3,0.05,4,0,False,1,3,0,0,14.0,1.4506,1.3684,268.0
stop-and-go,0.03,1.3,0.05,4,1,True,1,3,0,0,82.355,1.3108,1.3626,96.355
stop-and-go,0.03,1.3,0.05,4,2,False,2,6,0,0,19.243,1.7661,1.3663,287.243
stop-and-go,0.03,1.5,0.01,0,0,True,3,6,0,0,116.213,1.2512,1.5124,149.213
stop-and-go,0.03,1.5,0.01,0,1,False,3,3,0,0,29.0,1.0208,1.513,293.0
stop-and-go,0.03,1.5,0.01,0,2,True,0,2,0,0,73.184,1.0695,1.5126,79.184
stop-and-go,0.03,1.5,0.01,1,0,False,1,3,0,0,23.0,1.3299,1.5131,277.0
stop-and-go,0.03,1.5,0.01,1,1,True,0,1,0,0,73.184,1.1482,1.5126,76.184
stop-and-go,0.03,1.5,0.01,1,2,True,5,6,0,0,56.314,1.2102,1.5126,99.314
stop-and-go,0.03,1.5,0.01,2,0,True,4,9,0,0,124.941,1.2294,1.5124,171.941
stop-and-go,0.03,1.5,0.01,2,1,True,4,6,0,0,148.314,1.2554,1.5124,186.314
stop-and-go,0.03,1.5,0.01,2,2,True,2,6,0,0,134.314,1.1602,1.5124,162.314
stop-and-go,0.03,1.5,0.01,3,0,True,2,6,0,0,84.556,1.3182,1.5125,112.556
stop-and-go,0.03,1.5,0.01,3,1,False,3,9,0,0,61.657,1.3215,1.5126,343.657
stop-and-go,0.03,1.5,0.01,3,2,True,0,1,0,0,76.598,1.3426,1.5126,79.598
stop-and-go,0.03,1.5,0.01,4,0,True,3,9,0,0,73.485,1.2997,1.5125,115.485
stop-and-go,0.03,1.5,0.01,4,1,True,4,7,0,0,114.355,1.2506,1.5124,155.355
stop-and-go,0.03,1.5,0.01,4,2,False,2,6,0,0,19.243,1.7661,1.5133,287.243
stop-and-go,0.03,1.5,0.02,0,0,True,2,6,0,0,90.657,1.3146,1.5249,118.657
stop-and-go,0.03,1.5,0.02,0,1,False,2,2,0,0,28.0,1.0,1.5261,284.0
stop-and-go,0.03,1.5,0.02,0,2,True,5,14,0,0,93.77,1.0834,1.5249,160.77
stop-and-go,0.03,1.5,0.02,1,0,False,1,3,0,0,23.0,1.3299,1.5263,277.0
stop-and-go,0.03,1.5,0.02,1,1,True,0,1,0,0,73.184,1.1482,1.5252,76.184
stop-and-go,0.03,1.5,0.02,1,2,True,5,6,0,0,56.314,1.2102,1.5253,99.314
stop-and-go,0.03,1.5,0.02,2,0,True,4,9,0,0,124.941,1.2294,1.5248,171.941
stop-and-go,0.03,1.5,0.02,2,1,True,4,6,0,0,148.314,1.2554,1.5247,186.314
stop-and-go,0.03,1.5,0.02,2,2,True,2,6,0,0,134.314,1.1602,1.5247,162.314
stop-and-go,0.03,1.5,0.02,3,0,True,2,6,0,0,88.657,1.326,1.5249,116.657
stop-and-go,0.03,1.5,0.02,3,1,False,3,9,0,0,61.657,1.3215,1.5251,343.657
stop-and-go,0.03,1.5,0.02,3,2,True,1,3,0,0,80.497,1.3575,1.5251,94.497
stop-and-go,0.03,1.5,0.02,4,0,True,3,9,0,0,73.485,1.2997,1.525,115.485
stop-and-go,0.03,1.5,0.02,4,1,True,4,7,0,0,114.355,1.2506,1.5248,155.355
stop-and-go,0.03,1.5,0.02,4,2,False,2,6,0,0,19.243,1.7661,1.5265,287.243
stop-and-go,0.03,1.5,0.05,0,0,True,2,6,0,0,92.314,1.3146,1.5623,120.314
stop-and-go,0.03,1.5,0.05,0,1,False,3,4,0,0,28.0,1.0208,1.5651,295.0
stop-and-go,0.03,1.5,0.05,0,2,True,0,2,0,0,73.184,1.0695,1.5629,79.184
stop-and-go,0.03,1.5,0.05,1,0,False,1,3,0,0,23.0,1.3299,1.5657,277.0
stop-and-go,0.03,1.5,0.05,1,1,True,0,1,0,0,73.184,1.1482,1.5629,76.184
stop-and-go,0.03,1.5,0.05,1,2,True,5,6,0,0,56.314,1.2102,1.5632,99.314
stop-and-go,0.03,1.5,0.05,2,0,False,4,5,0,0,21.0,1.3364,1.5663,296.0
stop-and-go,0.03,1.5,0.05,2,1,True,1,4,0,0,120.213,1.2714,1.562,137.213
stop-and-go,0.03,1.5,0.05,2,2,True,2,6,0,0,134.314,1.1602,1.5619,162.314
stop-and-go,0.03,1.5,0.05,3,0,False,2,6,0,0,56.243,1.2872,1.563,324.243
stop-and-go,0.03,1.5,0.05,3,1,True,2,6,0,0,114.841,1.287,1.5621,142.841
stop-and-go,0.03,1.5,0.05,3,2,True,2,7,0,0,108.799,1.3257,1.5621,139.799
stop-and-go,0.03,1.5,0.05,4,0,False,1,3,0,0,14.0,1.4506,1.5684,268.0
stop-and-go,0.03,1.5,0.05,4,1,True,1,3,0,0,82.355,1.3108,1.5626,96.355
stop-and-go,0.03,1.5,0.05,4,2,False,2,6,0,0,19.243,1.7661,1.5663,287.243
stop-and-go,0.03,1.7,0.01,0,0,True,2,6,0,0,92.314,1.3146,1.7125,120.314
stop-and-go,0.03,1.7,0.01,0,1,False,2,2,0,0,28.0,1.0,1.713,284.0
stop-and-go,0.03,1.7,0.01,0,2,True,6,15,0,0,93.77,1.0834,1.7125,168.77
stop-and-go,0.03,1.7,0.01,1,0,False,1,3,0,0,23.0,1.3299,1.7131,277.0
stop-and-go,0.03,1.7,0.01,1,1,True,0,1,0,0,73.184,1.1482,1.7126,76.184
stop-and-go,0.03,1.7,0.01,1,2,True,5,6,0,0,56.314,1.2102,1.7126,99.314
stop-and-go,0.03,1.7,0.01,2,0,False,2,3,0,0,21.0,1.3364,1.7133,280.0
stop-and-go,0.03,1.7,0.01,2,1,True,0,0,0,0,73.184,1.1841,1.7126,73.184
stop-and-go,0.03,1.7,0.01,2,2,True,2,6,0,0,134.314,1.1602,1.7124,162.314
stop-and-go,0.03,1.7,0.01,3,0,True,2,6,0,0,88.657,1.326,1.7125,116.657
stop-and-go,0.03,1.7,0.01,3,1,False,3,9,0,0,63.314,1.3215,1.7126,345.314
stop-and-go,0.03,1.7,0.01,3,2,True,1,3,0,0,80.497,1.3575,1.7125,94.497
stop-and-go,0.03,1.7,0.01,4,0,True,3,9,0,0,73.485,1.2997,1.7125,115.485
stop-and-go,0.03,1.7,0.01,4,1,True,4,8,0,0,114.355,1.2536,1.7124,158.355
stop-and-go,0.03,1.7,0.01,4,2,False,2,6,0,0,19.243,1.7661,1.7133,287.243
stop-and-go,0.03,1.7,0.02,0,0,True,2,6,0,0,92.314,1.3146,1.7249,120.314
stop-and-go,0.03,1.7,0.02,0,1,False,2,2,0,0,28.0,1.0,1.7261,284.0
stop-and-go,0.03,1.7,0.02,0,2,False,6,15,0,0,50.899,1.0669,1.7252,365.899
stop-and-go,0.03,1.7,0.02,1,0,False,1,3,0,0,23.0,1.3299,1.7263,277.0
stop-and-go,0.03,1.7,0.02,1,1,True,0,1,0,0,73.184,1.1482,1.7252,76.184
stop-and-go,0.03,1.7,0.02,1,2,True,5,6,0,0,56.314,1.2102,1.7253,99.314
stop-and-go,0.03,1.7,0.02,2,0,False,4,5,0,0,21.0,1.3364,1.7265,296.0
stop-and-go,0.03,1.7,0.02,2,1,True,1,4,0,0,120.213,1.2714,1.7248,137.213
stop-and-go,0.03,1.7,0.02,2,2,True,2,6,0,0,134.314,1.1602,1.7247,162.314
stop-and-go,0.03,1.7,0.02,3,0,True,2,6,0,0,90.071,1.3282,1.7249,118.071
stop-and-go,0.03,1.7,0.02,3,1,True,2,6,0,0,114.841,1.287,1.7248,142.841
stop-and-go,0.03,1.7,0.02,3,2,True,2,6,0,0,107.971,1.3226,1.7248,135.971
stop-and-go,0.03,1.7,0.02,4,0,False,1,3,0,0,14.0,1.4506,1.7273,268.0
stop-and-go,0.03,1.7,0.02,4,1,True,0,1,0,0,73.184,1.2987,1.7252,76.184
stop-and-go,0.03,1.7,0.02,4,2,False,2,6,0,0,19.243,1.7661,1.7265,287.243
stop-and-go,0.03,1.7,0.05,0,0,True,2,6,0,0,93.142,1.3146,1.7623,121.142
stop-and-go,0.03,1.7,0.05,0,1,False,3,4,0,0,28.0,1.0208,1.7651,295.0
stop-and-go,0.03,1.7,0.05,0,2,True,0,2,0,0,73.184,1.0695,1.7629,79.184
stop-and-go,0.03,1.7,0.05,1,0,False,1,3,0,0,23.0,1.3299,1.7657,277.0
stop-and-go,0.03,1.7,0.05,1,1,True,0,1,0,0,73.184,1.1482,1.7629,76.184
stop-and-go,0.03,1.7,0.05,1,2,True,5,6,0,0,56.314,1.2102,1.7632,99.314
stop-and-go,0.03,1.7,0.05,2,0,False,4,5,0,0,21.0,1.3364,1.7663,296.0
stop-and-go,0.03,1.7,0.05,2,1,True,1,4,0,0,120.213,1.2714,1.762,137.213
stop-and-go,0.03,1.7,0.05,2,2,True,2,6,0,0,134.314,1.1602,1.7619,162.314
stop-and-go,0.03,1.7,0.05,3,0,False,2,6,0,0,56.243,1.2872,1.763,324.243
stop-and-go,0.03,1.7,0.05,3,1,True,2,6,0,0,115.669,1.287,1.7621,143.669
stop-and-go,0.03,1.7,0.05,3,2,True,2,7,0,0,109.627,1.3257,1.7621,140.627
stop-and-go,0.03,1.7,0.05,4,0,False,1,3,0,0,14.0,1.4506,1.7684,268.0
stop-and-go,0.03,1.7,0.05,4,1,True,1,3,0,0,82.355,1.3108,1.7626,96.355
stop-and-go,0.03,1.7,0.05,4,2,False,2,6,0,0,19.243,1.7661,1.7663,287.243
stop-and-go,0.08,1.3,0.01,0,0,False,2,6,0,0,42.657,1.5399,1.3149,310.657
stop-and-go,0.08,1.3,0.01,0,1,True,1,3,0,0,124.213,1.3165,1.3147,138.213
stop-and-go,0.08,1.3,0.01,0,2,True,4,6,0,0,116.355,1.2142,1.3147,154.355
stop-and-go,0.08,1.3,0.01,1,0,False,1,3,0,0,23.0,1.4407,1.3151,277.0
stop-and-go,0.08,1.3,0.01,1,1,True,2,3,0,0,105.142,1.4337,1.3147,124.142
stop-and-go,0.08,1.3,0.01,1,2,True,6,9,0,0,56.314,1.3661,1.3148,113.314
stop-and-go,0.08,1.3,0.01,2,0,False,5,9,0,0,52.314,1.2762,1.3149,344.314
stop-and-go,0.08,1.3,0.01,2,1,True,0,2,0,0,75.426,1.3389,1.3148,81.426
stop-and-go,0.08,1.3,0.01,2,2,True,6,9,0,0,152.314,1.3551,1.3147,209.314
stop-and-go,0.08,1.3,0.01,3,0,True,1,5,0,0,83.042,1.4466,1.3148,103.042
stop-and-go,0.08,1.3,0.01,3,1,True,5,10,0,0,139.627,1.4684,1.3147,194.627
stop-and-go,0.08,1.3,0.01,3,2,True,8,13,0,0,123.284,1.43,1.3147,202.284
stop-and-go,0.08,1.3,0.01,4,0,True,4,6,0,0,57.485,1.4865,1.3148,95.485
stop-and-go,0.08,1.3,0.01,4,1,True,0,1,0,0,74.841,1.4483,1.3148,77.841
stop-and-go,0.08,1.3,0.01,4,2,True,2,6,0,0,55.485,1.5865,1.3148,83.485
stop-and-go,0.08,1.3,0.02,0,0,False,2,6,0,0,42.657,1.5399,1.3298,310.657
stop-and-go,0.08,1.3,0.02,0,1,True,1,3,0,0,90.598,1.2606,1.3295,104.598
stop-and-go,0.08,1.3,0.02,0,2,True,3,8,0,0,76.657,1.2093,1.3295,115.657
stop-and-go,0.08,1.3,0.02,1,0,False,1,3,0,0,23.0,1.4407,1.3303,277.0
